Desplaz. [mm]	Fuerza [N]
0	0
0.00289842	1.023084753
0.107308068	0.701580229
0.253684954	0.716781901
0.389371507	0.7629
0.521465419	0.639629141
0.666239456	0.499524836
0.795750611	0.7629
0.92981552	0.453437975
1.062962024	0.7629
1.194110333	0.7629
1.322636414	0.417086982
1.462001493	0.7629
1.598124106	0.28710392
1.721198829	0.571699849
1.860220155	0.428805752
1.995380692	0.4616933
2.129512282	0.433198965
2.254201522	0.442006624
2.390899021	0.573754668
2.533357145	0.448504583
2.654329843	0.7629
2.790380443	0.7629
2.933936651	0.7629
3.033110595	0.575417354
3.194774764	0.125683005
3.355620097	0.319362218
3.505332506	0.7629
3.656069062	0.041299342
3.808683109	0.381158884
3.956820138	1.383988393
4.105605351	2.289
4.264477192	2.859177865
4.420565137	3.052
4.556730796	3.052
4.701636148	3.052
4.847568362	3.052
4.980348867	3.052
5.113661392	3.052
5.25118491	3.052
5.387724317	3.411029705
5.529200907	3.08904085
5.650752956	3.322758323
5.794925427	3.367347177
5.924681324	3.052
6.053685388	3.052
6.195600949	3.754982649
6.319238546	3.382826399
6.450411784	3.624412325
6.588531865	3.815
6.721818172	3.240454734
6.867125157	3.321274316
6.997053927	3.534519298
7.126255369	3.052
7.2618622	3.052
7.405505296	3.879568197
7.526919726	4.578
7.666442864	4.939300075
7.805529315	5.544076145
7.932659842	6.355439252
8.060545085	7.135851042
8.202288242	8.358981181
8.341337197	8.733389939
8.469263318	10.0477148
8.612215803	11.03026342
8.748756523	12.21
8.853579362	12.6242409
9.007118622	13.43197077
9.139525268	14.11765401
9.283843698	15.66317587
9.405977613	16.78
9.528666894	17.65872452
9.674137814	18.61410245
9.811268286	19.78534664
9.938596693	20.6
10.07640945	21.30478284
10.19067143	22.49514816
10.33507178	22.89
10.47078424	22.89
10.60372807	22.89
10.72160179	23.01700829
10.85162048	24.0018838
10.99489371	25.38744846
11.13511248	26.52809279
11.26708865	27.04965996
11.3940343	28.16488756
11.54034774	29.03072225
11.67030378	29.97777637
11.80096608	30.66862296
11.94675703	31.54525496
12.07526851	32.05353936
12.16700346	32.81
12.3061887	33.56968094
12.47462652	34.1379476
12.61830518	34.69035088
12.76679193	34.88638287
12.8928543	35.20292816
13.03456484	35.86
13.15464818	36.28371665
13.2905749	36.24034484
13.42702753	36.62
13.55013752	37.38
13.69157259	37.38
13.82327683	37.72671947
13.95873338	38.02842859
14.101661	38.08598718
14.22446994	38.3838792
14.36208764	38.55214255
14.49084038	38.40251347
14.62159439	38.58976772
14.76618507	39.21382391
14.89629833	39.22814986
15.03505809	39.43902641
15.16982992	39.21975723
15.29677863	39.28185437
15.44089931	39.67
