Desplaz. [mm]	Fuerza [N]
0	0
0.000889223	0
0.057012473	0
0.187310145	0.229586368
0.322079458	-0.159542889
0.428974645	-0.263525191
0.586404252	0
0.72356935	-0.233539276
0.865347548	0.205063693
0.994210541	0.161094321
1.108578877	0
1.246486031	0
1.38959127	0
1.527243232	-0.368465636
1.64850016	-0.346450697
1.781559921	0
1.926096303	-0.307145699
2.055777896	0
2.189214351	-0.187163288
2.326199733	0.203879422
2.458664844	0.203112186
2.576243486	-0.566670239
2.716279072	-0.349774434
2.856755155	-0.196880102
2.981911475	-0.086479192
3.117459683	0
3.252171672	-0.194009902
3.378376704	0.207991704
3.50590499	0
3.626578198	0
3.781117775	0
3.909677031	0.586840994
4.051501768	1.289655322
4.176148205	2.289
4.315483286	2.075081517
4.436845309	2.289
4.579204407	2.289
4.721364538	2.289
4.843775926	2.289
4.978231293	2.289
5.119628715	2.594711412
5.251242524	2.289
5.376136211	2.906779275
5.510930006	2.568088706
5.644220652	2.289
5.789958659	2.289
5.91061392	2.606668486
6.054041417	2.289
6.197136377	2.472984074
6.326540563	2.39930925
6.452140839	3.052
6.595368716	3.052
6.728203262	2.836555428
6.854248154	2.59766996
6.993951504	2.729692541
7.111632629	2.968587087
7.241515361	3.052
7.381578242	3.509531555
7.52600589	4.347461562
7.65711516	4.746031742
7.795001805	5.815626711
7.917082017	6.540933542
8.051990509	7.554202741
8.189704832	8.392
8.319506708	9.487989982
8.453001831	10.38617183
8.586802938	11.24835254
8.705769182	12.32207627
8.823490797	13.23551156
8.993985068	14.41591025
9.120469718	16.28517269
9.258416729	17.45752036
9.381502642	18.28142427
9.515926989	19.26036651
9.65385866	20.47976264
9.791179942	21.51385239
9.90546533	22.45920792
10.04549719	23.28957069
10.18869429	23.30772436
10.31238471	23.61377202
10.43020131	23.35298146
10.57656669	24.54689782
10.71759627	25.77253607
10.82408837	26.33908093
10.98586017	27.36987699
11.11460906	28.456182
11.25066989	29.65302593
11.37945843	30.62243039
11.50685592	32.0180602
11.64219677	32.78102631
11.78236525	33.58466532
11.91580152	34.67114072
12.04541107	35.26689424
12.16948244	36.69122616
12.29704038	37.83021292
12.4496738	39.02757949
12.58022808	39.9228354
12.68646496	41.07291323
12.82240181	42.16184425
12.98431745	43.2538764
13.11758824	44.27931912
13.25366565	45.5357738
13.3916556	46.40597624
13.53021366	47.60501978
13.65052882	48.39107327
13.7873482	49.38909919
13.92480428	50.04093663
14.05469265	51.30440819
14.19612062	53.08405927
14.33652388	53.8244046
14.46036237	54.68565489
14.58723103	55.3891332
14.72179975	56.02812665
14.86101091	57.06845446
14.99225864	58.20911338
15.13403362	58.94301414
15.26659998	60.21409635
15.41047981	60.78470415
15.56096793	61.50277297
15.71085793	62.40406671
15.84343623	63.24712609
15.98315074	64.40798075
16.09366848	65.16440493
16.25276019	65.79683381
16.38805396	66.38
16.52394558	67.1136792
16.66354496	67.9
16.78453669	68.24449624
16.93029944	69.3154073
17.05602243	69.43
17.16491934	69.60065535
17.31651089	70.19
17.44985388	70.51156784
17.58303141	70.95
17.73308808	71.11423061
17.86366653	71.72
17.99065753	72.0090252
18.12136146	72.48
18.25996806	72.48
18.39232323	72.48
18.515715	73.24
18.64545021	73.24
18.78153133	73.24
18.91370572	73.44082694
19.04544537	73.85974768
19.1758501	73.50552787
19.31844809	74.01
19.44143116	74.01
19.57408209	74.01
19.71101316	73.6170983
19.84420115	73.88392972
19.95306017	74.01
20.09704259	73.85732717
20.24007036	73.99613645
20.36565318	74.01
20.49228772	73.64702329
20.6311188	73.7996239
20.76598475	73.24
