Desplaz. [mm]	Fuerza [N]
0	0
0.01334162	0.7629
0.12754186	0.520916399
0.266593085	0.7629
0.425836633	0.668259808
0.573457205	0.7629
0.725120742	1.11546735
0.862585409	0.7629
1.003903337	0.7629
1.143991152	0.7629
1.285216018	0.956509466
1.416144841	0.7629
1.552021713	0.7629
1.675548497	0.952938489
1.825733571	1.413867029
1.958017808	0.900627326
2.09498203	0.7629
2.235530225	0.7629
2.371719045	0.7629
2.511355644	0.7629
2.652442342	0.7629
2.773818754	0.7629
2.920526492	0.7629
3.082846137	0.921586131
3.239527221	0.7629
3.370754989	0.568057105
3.507715565	0.7629
3.643683527	0.7629
3.781346077	0.844709474
3.914678953	1.676290533
4.055753804	2.289
4.190550137	2.732783944
4.308629761	3.052
4.409258103	3.052
4.586958785	3.263173951
4.746079751	3.517043241
4.873489292	3.244654949
5.009469248	3.590290553
5.143637753	3.815
5.282925325	3.815
5.424911377	3.815
5.553000582	3.815
5.69570376	3.815
5.819569812	3.815
5.964622942	3.815
6.108726874	3.815
6.244776159	3.815
6.377661994	3.858691412
6.519362061	4.060261125
6.649944278	3.815
6.798859675	3.815
6.924805542	3.815
7.065513039	3.815
7.207868669	3.815
7.346060726	4.135271375
7.486773947	3.815
7.615153634	4.067949569
7.755352984	4.062384934
7.890429736	3.999201399
8.03207243	4.578
8.165732582	4.578
8.312132368	5.146017848
8.453564345	5.341
8.571280011	6.086587992
8.6892907	6.104
8.860046347	6.823366225
8.995506951	7.161657213
9.135360046	7.847538598
9.272509009	8.317760025
9.417346163	8.844776132
9.541365367	8.932002712
9.675335029	9.60026416
9.80495534	9.753413916
9.943771725	9.918
10.08752813	10.50743671
10.2195547	10.68
10.35665818	10.72848465
10.50386606	11.44
10.6172355	11.61190648
10.77300961	11.76616462
10.89854021	12.33825122
11.03745154	12.97
11.18006837	12.97
11.30706597	13.38405799
11.42850153	13.31204526
11.58590762	13.87711704
11.70413419	14.12502954
11.85373077	14.14349352
11.98940762	14.5
12.12936212	15.23037287
12.25942149	15.06968592
12.39691835	15.26
12.53546505	16.57968652
12.6667705	17.27397514
12.80910305	17.11750417
12.94462453	17.7016018
13.08762794	17.55199
13.21583215	17.55
13.34939706	18.03247848
13.47959594	18.7509218
13.62346065	19.07
13.76480577	19.28273186
13.90053062	19.58170971
14.03925438	19.48621342
14.17200167	19.38626471
14.30843238	19.48306033
14.45378584	19.84
14.58170975	20.24580646
14.72687195	20.74934333
14.855012	20.72400877
14.99882034	21.25386753
15.13591363	21.18950683
15.26254875	21.40093115
15.41422013	21.96609006
15.54281401	21.36
15.68618869	21.36
15.82250914	22.13
15.96349651	22.13
16.09033147	22.49221911
16.22642022	22.89
16.36596224	22.54483901
16.49612217	22.89418757
16.63290898	23.08678866
16.77373944	23.18501353
16.91444461	23.31072315
17.00182789	23.62132815
17.1699485	23.38561149
17.31660805	22.9216901
17.45957694	23.46315352
17.59737578	23.83006814
17.71825218	24.04717061
17.86736644	23.81283632
18.01010456	23.80443822
18.14639413	23.953409
