Desplaz. [mm]	Fuerza [N]
0	0
0.064543378	-0.339845313
0.191539328	-0.7629
0.327210803	-0.988805482
0.472637921	-0.7629
0.595237002	-1.118572958
0.729323601	-0.900383025
0.871915262	-0.7629
1.007122339	-0.571110756
1.129210845	-0.7629
1.263492274	-0.7629
1.395849864	-0.7629
1.534743203	-0.7629
1.663379557	-0.7629
1.806923581	-0.7629
1.923084616	-0.7629
2.055990528	-0.7629
2.194903154	-1.111522531
2.334801875	-1.013774898
2.457211586	-0.783900546
2.588275699	-0.7629
2.723937554	-0.7629
2.860986389	-0.7629
2.986097648	-0.7629
3.116672888	-0.7629
3.252890441	-0.7629
3.371422916	-0.7629
3.512069788	-0.7629
3.654736067	-0.425413924
3.790899593	-0.152561257
3.922613254	-0.745549409
4.063113604	-0.428548895
4.184301135	0.7629
4.306423496	1.355268723
4.456556813	1.526
4.584452732	1.526
4.69729588	1.526
4.845385489	1.526
4.980050783	1.687104256
5.115867073	1.733971882
5.240487986	1.770970494
5.377086107	1.526
5.51407145	1.526
5.631203349	1.767743458
5.763463092	2.289
5.908408227	1.929891003
6.02741825	2.053167935
6.163466992	2.007946086
6.306523121	2.289
6.442260838	2.289
6.573657432	2.289
6.69048514	2.289
6.813396111	2.289
6.973219101	2.45486351
7.096543465	2.381799446
7.230176701	2.289
7.361355094	2.289
7.502948629	2.289
7.632763886	2.289
7.761559369	3.130773686
7.90362792	3.806320095
8.03211155	4.617466522
8.172384182	5.341
8.316901615	6.45556536
8.435648313	7.08971078
8.575942545	8.392
8.704260134	9.278659715
8.850401033	10.18852881
8.984198676	11.47731617
9.118277234	12.42114504
9.245088032	12.97
9.376214051	14.77360043
9.494041352	15.96469097
9.652947973	16.73629572
9.763183792	17.61162836
9.910776269	18.94756502
10.03658758	19.89135797
10.18077777	20.85622477
10.29499434	21.7743518
10.43633915	22.13
10.56100861	22.45001413
10.69530592	22.89
10.83115314	22.58803769
10.96270109	23.48931553
11.09807357	24.73104408
11.22401302	25.58517915
11.35979838	26.60382485
11.48930302	26.7
11.61846877	27.6776596
11.75147079	28.96598184
11.88946256	29.75
12.01290924	30.21939668
12.1487303	31.09394422
12.28469665	31.64387461
12.41100496	32.6202574
12.53514986	33.12848593
12.63928421	33.57
12.76626039	33.92817055
12.93311713	34.64968546
13.07665764	35.1
13.21634646	35.43739028
13.37285484	36.02033639
13.5219638	36.43761064
13.65181231	36.79830142
13.80609298	37.38
13.94697368	37.38
14.07916196	37.38
14.20972	37.82034348
14.35317308	38.15
14.47181161	38.15
14.6083185	38.31535714
14.74825341	38.54381152
14.89364332	38.3052076
15.00684483	38.91
15.12193222	38.5412144
15.27393737	38.91
15.41517706	38.54201385
15.5470391	38.91
15.68101381	38.91
15.82351742	39.58393187
15.94251917	39.53736538
16.09734584	38.91
16.22220101	39.36602756
16.36150128	39.48023494
16.48150253	39.34187115
16.62944236	39.67
16.75940694	39.67
16.88688782	39.67
17.04020807	39.67
17.18509624	39.48514031
17.33251156	39.67
17.47718994	39.67
17.60389079	39.67
17.73569772	39.67
17.87950908	39.67
18.03155605	39.67
18.17439637	39.67
18.32926796	39.67
18.46888544	39.67
18.59847532	40.03720664
18.75388647	39.67
18.8889724	40.44
19.04411453	40.26481323
19.19878167	40.44
19.35370254	40.44
19.50181953	39.99569357
19.63990544	39.75636889
19.77395522	39.79896385
19.90790316	40.07525421
20.04477762	39.20438244
