Desplaz. [mm]	Fuerza [N]
0	0
0.004653636	0
0.110273157	0.618646478
0.244453998	0.348549311
0.384054993	0.669114017
0.515586273	0
0.647413274	0
0.791538797	-0.281268038
0.924026748	-0.299344
1.054166456	-0.133474345
1.197821607	-0.7629
1.343426695	-0.477515934
1.464103112	-0.7629
1.608651676	-0.474326033
1.745938171	-0.315248644
1.874424858	-0.390740428
2.007728217	0
2.152162925	0
2.283019952	-0.331920134
2.42197607	-0.350466235
2.556543416	-0.284124297
2.698689217	-0.579485696
2.834722907	-0.274935749
2.97636636	-0.35558319
3.10148638	-0.56260778
3.250250164	-0.311426157
3.382066675	-0.168245678
3.510030199	-0.230082904
3.655761527	-0.081650758
3.797416875	-0.055671914
3.932714935	0
4.057428769	0.223867152
4.20744885	0
4.340610225	0.30708988
4.483343265	0.937052261
4.625288678	1.025995227
4.761751582	1.360416115
4.900973037	1.526
5.032162101	1.526
5.164063747	1.842973186
5.303064016	2.162277989
5.441996461	2.05204753
5.564233231	2.289
5.662772643	2.289
5.8343244	2.289
5.971519592	2.289
6.110995216	2.289
6.254178683	2.289
6.394088179	2.289
6.538226968	2.289
6.652272196	2.289
6.798261571	2.289
6.929034442	2.36178808
7.063695471	2.558988665
7.208498241	2.521269463
7.350996398	2.289
7.486858063	2.279538681
7.61344338	2.005652777
7.757608825	2.053207065
7.904930135	2.289
8.026914409	1.939275509
8.16506989	2.403642274
8.31598816	3.052
8.434751148	3.052
8.597965383	2.887042837
8.749365506	3.815
8.888870428	3.936208399
9.028850122	4.25114801
9.171179676	4.80137405
9.30853096	5.341
9.432113228	6.005260092
9.567916378	6.298523067
9.711164346	6.866
9.839512137	7.264116849
9.980783313	7.629
10.10837959	7.783715299
10.2510671	8.199324055
10.38575692	8.84298504
10.52688061	9.276926748
10.64384482	9.918
10.80127893	9.918
10.92425472	9.965408664
11.07557479	10.83347741
11.20538143	11.44
11.33022872	11.44
11.46916846	12.21
11.61372093	12.69827194
11.75545265	13.18491737
11.88447475	13.73
12.03438744	13.73
12.16714825	14.57726822
12.29143593	15.26
12.42765246	15.29234004
12.58679668	16.02
12.72129801	16.37543828
12.85468454	17.15497091
12.98989129	17.69669174
13.13358106	17.82371654
13.25285532	18.31
13.38112492	18.97016766
13.54027999	18.8447534
13.6821666	19.52879101
13.83101362	19.84
13.98346245	20.29744917
14.11395555	20.63677155
14.26705579	21.17822713
14.4228009	21.36
14.57756893	21.78753477
14.72229313	22.13
14.86653037	21.68844355
15.01060798	22.13
15.13788154	22.13
15.28194421	22.52712125
15.43022463	22.89
15.57986556	22.89
15.7038814	23.60275961
15.84910429	23.48884855
15.9918721	23.65
16.13146175	23.78731265
16.27301423	23.85640482
16.40358316	24.40799744
16.53691031	24.76733931
16.67371254	25.18
16.81394585	25.94
16.95073039	25.94
17.08172431	25.94
17.21523192	26.64904399
17.38299997	26.7
17.52630546	27.09587446
17.66295973	27.47
17.79365883	27.12130294
17.94048789	26.99785352
18.08248372	27.30564835
18.24453441	27.7269854
18.39428487	27.95903656
18.53074795	27.81432689
18.6918124	28.19839626
18.85068949	28.23
18.99324247	28.53055533
19.14884442	28.27573916
19.29181551	28.99
19.42717527	28.99
19.57258545	28.99
19.72806212	28.99
19.88723089	29.5602887
20.03468086	29.60078493
20.18331943	30.24186985
20.33562808	30.35112894
20.47422206	30.52
20.63305835	30.52
20.76094794	30.52
20.89460548	30.52
21.03906679	30.52
21.20024461	30.52
21.34634397	30.52
21.48200458	30.52
21.61829956	30.52
21.76078214	30.52
21.89487949	30.43555304
22.03036286	30.44336265
22.16327703	30.52
22.3012561	30.70447018
22.43424809	31.28
22.56875497	31.02653411
22.70384186	30.79754527
22.84633494	30.98046147
22.97830825	31.50833062
23.11463214	31.31232008
23.25253179	31.49402552
23.34437797	31.69729535
23.49000147	31.88082604
23.65019522	31.84642878
23.78493723	31.8437613
23.93050463	32.04
24.00326579	31.8625344
24.18727698	31.37565222
24.31884181	31.28
24.47827784	30.95450551
24.61739798	31.74965079
