Desplaz. [mm]	Fuerza [N]
0	0
0.003414503	0
0.095375174	0
0.234168986	0
0.36153457	-0.302047385
0.500021377	0
0.644791736	0
0.781161771	0
0.913829565	-0.564817026
1.036627553	-0.307322205
1.185378734	-0.246966688
1.330692297	-0.470469333
1.47146219	-0.447669584
1.605038505	-0.696284431
1.749255866	-0.703751834
1.880215366	-0.184466349
2.009643228	-0.181939787
2.176210832	0
2.314606555	0.285196977
2.454797686	-0.648459024
2.585965005	-0.06473333
2.72200281	-0.684602661
2.861837049	-0.296040983
2.999111606	-0.185890483
3.13785223	-0.396777986
3.274088951	0
3.412339218	0.118822288
3.54979801	0.159368272
3.687467028	0.7629
3.823846573	-0.398959573
3.950473571	0.203911371
4.086694487	0.117704769
4.23011252	0.324781342
4.36419586	0.14742745
4.507785153	1.304968004
4.640464518	1.860997553
4.767430216	1.969516257
4.921086819	1.927135914
5.041432344	2.177635184
5.183902231	1.681291938
5.334696597	2.086635419
5.462520156	1.906868927
5.608225908	2.289
5.729797306	2.126782822
5.87326642	2.279225244
6.011553165	2.289
6.1489967	2.289
6.284737043	2.289
6.431151121	2.289
6.566757809	2.093685285
6.692719301	2.289
6.828914408	2.289
6.968287114	2.289
7.116458999	2.271574337
7.243862168	2.042920524
7.385885107	2.614179922
7.525633624	2.090947906
7.657084357	2.289
7.797679691	2.469442934
7.940337315	2.861863141
8.054032031	2.602380255
8.200199266	2.289
8.34578552	2.917200414
8.486357232	3.697184903
8.628847187	3.61876936
8.762212192	3.815
8.893100079	4.45512721
9.041281203	4.790054436
9.179400618	5.443406182
9.31477097	6.104
9.441696029	6.848836007
9.587422285	6.534119607
9.721299538	7.104780617
9.845928904	7.75569887
9.989710373	8.233205273
10.13019693	9.045764493
10.23038865	9.219911384
10.27747004	9.155
10.40869438	9.917940874
10.59073439	10.10007295
10.75928621	10.43587477
10.92844936	10.92026713
11.07857781	12.12289263
11.21095534	12.56222389
11.34223602	12.97
11.48348783	13.66294026
11.61608987	13.28026209
11.75594542	14.16139453
11.88640723	15.53774565
12.02634233	15.38489404
12.15999169	14.73800744
12.29842074	16.57937972
12.43335144	15.79306688
12.57681982	15.87195649
12.70365335	17.92597768
12.84458524	17.0451643
12.99062521	17.17370186
13.11919207	18.4678828
13.2634977	20.21516793
13.38157097	20.26534878
13.53588213	19.46357675
13.66139604	18.74592967
13.79863434	20.14791774
13.92608042	20.70556841
14.07537631	21.29277106
14.21633732	20.98629491
14.34458935	21.48712189
14.48289947	21.18577292
14.61096588	22.18611701
14.75906208	22.18667098
14.89040774	21.84847391
15.03028786	22.15844798
15.17084513	21.97934599
15.2967606	22.61546147
15.43926253	22.45864699
15.57936833	22.51013729
15.71512254	23.23293346
15.84373978	23.96231671
15.98332045	23.6384394
16.12395453	24.25213988
16.24700558	24.44653616
16.38811467	24.63759123
16.53361784	24.76829531
16.67320031	25.47520052
16.79731661	25.26056482
16.94823719	26.27861433
17.08285598	26.24656216
17.22087141	26.7
17.35392849	26.7
17.48381714	26.49282203
17.6290391	26.7
17.75743766	26.93881244
17.90311349	26.81421108
18.03693126	27.12510807
18.18274053	26.95403541
18.30816878	27.09329228
18.44399195	27.47
18.58309271	27.47
18.68495042	28.04118735
18.84426266	27.96745547
18.9782693	28.11181127
19.12223382	28.4373616
19.26834297	28.39682346
19.35	28.34446173
19.47659301	28.72096542
19.64434025	28.87109508
19.79129021	29.18564891
19.93185516	29.41339701
20.07519723	28.99
20.19366878	29.66565245
20.3367622	29.75
20.47698537	29.75
20.61833248	29.75
20.77550099	30.14703734
20.93063612	30.05388117
21.06432138	29.93965601
21.21824332	30.49752345
21.37619416	30.68314787
21.5358904	30.76918192
21.68677418	30.52
21.84393453	30.9493055
21.99273611	30.9989915
22.14911857	30.67311022
22.31047934	31.04928376
22.44602535	31.34211046
22.60439498	31.28
22.76228767	31.28
22.91565239	31.28
23.07650167	30.97266996
23.23228262	31.64199943
23.37063848	31.45919838
23.53227427	31.70522407
23.69153774	31.57751096
23.8330699	31.28
23.97954354	31.28
24.11512322	31.28
