Desplaz. [mm]	Fuerza [N]
85.02	65.61
85.47	65.61
85.47	66.36757496
85.79275993	67.14
86.08334932	67.14
86.3	67.14
86.63	67.14
86.77546022	67.14
87.07	67.14
87.56	67.9
87.66482935	67.9
87.93	67.9
88.28	67.9
88.28	68.54529421
88.69	68.68091897
88.91824837	69.43
89.1	69.43
89.53783171	70.19
89.80798658	70.19
89.9	70.19
90.29444991	70.19
90.33	70.19
90.73	70.19
90.73	70.19
91.18852754	70.95
91.32057615	72.48
91.55	72.48
91.71153939	72.48
92.03	73.47138257
92.40486816	74.01
92.44	74.01
92.83	74.01
93.19443683	74.01
93.28	74.01
93.43685863	74.77
93.9418623	74.77
93.98	74.77
94.2592648	74.77
94.49	75.53
94.86	75.53
94.86	75.53
94.86	77.06
95.28195308	76.96228683
95.62	76.29
96.06	76.29
96.146129	76.29
96.43	76.29
96.71853539	77.06
96.91	77.71703237
97.26	77.82
97.6878744	78.58
97.7389743	78.58
98.07	78.58
98.26218584	78.58
98.63	79.16376097
99.04	79.35
99.20224872	79.35
99.36	79.35
99.58621806	80.11
99.73	80.11
100.1	80.11
100.1	80.44074489
100.4485483	80.87
100.6079003	81.63
100.9	81.63
101.0804365	81.63
101.3	81.63
101.3	81.63
101.624089	81.63
101.9	82.33248427
102.3	82.4
102.3100984	82.4
102.7	82.98047848
103	83.16
103.2837533	83.92
103.4	83.30508724
103.8	83.16
104.1291813	83.92
104.3	83.92
104.8	83.92
104.8	84.0189635
104.8	84.69
105.4	84.69
105.6227946	85.45
105.9	85.45
106.2859949	85.45
106.3939399	86.21
106.7	86.21
107.1	86.21
107.1910547	86.98
107.5	86.98
107.9	86.98
107.9	86.98
107.9460181	87.74
108.5	87.12124463
108.8	87.35893194
109.0449481	87.74
109.1	87.74
109.3242293	87.74
109.6	88.38935849
109.9	88.5
109.9	88.78899398
110.1636025	89.26
110.4231617	89.26
110.7	89.26
110.8541178	89.26
111.1	89.26
111.1	90.00881319
111.6	90.03
111.7255363	90.03
112.1	90.03
112.5	90.24328569
112.8	90.79
112.8	90.79
112.8923606	91.55
113.2	91.55
113.4743805	92.32
113.7	91.55
114.1	91.86358383
114.4	92.32
114.4	93.05817043
114.8	93.08
115.0229488	92.32
115.3	92.32
115.3	92.32
115.6124247	93.84
116.2	93.84
116.6653043	93.84
117	94.43126387
117.4	94.6
117.661909	94.6
117.7119741	95.37
118.1	95.62299737
118.4101184	96.13
118.6	96.13
119	96.13
119.2327726	96.13
119.3	96.13
119.3	96.89
