Desplaz. [mm]	Fuerza [N]
8.892	1476
8.892	1476.280351
8.919077686	1477
8.928	1478
8.969	1478
9.007908015	1479
9.017	1479
9.042439397	1480
9.082042554	1481
9.09	1481.796257
9.132	1482
9.171953866	1483
9.173	1483
9.173	1483.026491
9.229	1484
9.240509157	1485
9.263	1485
9.296	1485
9.323715947	1486
9.342	1486.919803
9.381	1487
9.388449074	1488
9.421	1488
9.421	1488.49461
9.435469531	1490
9.473	1490
9.506	1490.281973
9.531049957	1491
9.547	1491
9.597	1492
9.621357214	1492
9.622	1493
9.667	1493
9.706948888	1495
9.708	1495
9.752	1495
9.766986362	1498
9.815424396	1498
9.826	1498.866396
9.863889445	1499
9.867	1499
9.905335404	1500
9.912	1500
9.956877468	1500
9.958	1500
9.958	1501
10.01053381	1501
10.03	1501.176211
10.05610477	1502
10.07	1502
10.07	1503
10.11	1503
10.16845349	1505
10.19	1505
10.19	1505
10.24	1505.133002
10.26348442	1506
10.28	1506
10.28	1506.535936
10.30844481	1507
10.32	1507.867125
10.36	1508
10.38174387	1508
10.4	1508
10.40131576	1510
10.45	1510.5517
10.4762509	1511
10.49	1511
10.49	1511
10.53	1511
10.56	1511.841445
10.58197588	1514
10.6	1514
10.63536894	1514
10.65	1514
10.68	1514
10.68	1515.944936
10.71918295	1516
10.74839862	1517
10.77	1517
10.81	1517
10.82137069	1518
10.85	1518
10.88220789	1518
10.91026007	1519
10.93	1519
10.93	1519
10.96242626	1519
10.97	1521
11.01	1521
11.01	1521
11.04801676	1521
11.06	1521
11.10856535	1521.179125
11.13	1522
11.13	1522
11.18	1522.127667
11.20319333	1523
11.21	1523
11.21	1523.553174
11.22952084	1524
11.26	1524.863893
11.3	1525
11.32633461	1525
11.34	1526
11.38	1526
11.41033675	1526
11.42	1526
11.42	1526
11.42	1527
11.45872839	1527
11.50073985	1528
11.51386936	1528
11.54	1528.331818
11.56651841	1529
11.58	1529
11.58	1530
11.64	1530
11.67	1530
11.69607317	1530
11.71	1531
11.75	1531.025273
11.76993282	1532
11.79	1532
11.79	1532
11.79893976	1532
11.84	1532
11.87	1532
11.90793619	1534
11.92	1534
11.96	1534
11.96	1534
12	1534
12.01987242	1535
12.04	1536
12.07	1536
12.07	1536
12.11	1536
12.12404651	1537
12.17	1537
12.18678963	1537
12.2361719	1538
12.24	1538
12.28	1538
12.29786468	1539
12.32	1539
12.3553702	1539
12.37	1539
