Desplaz. [mm]	Fuerza [N]
8.617285328	27.47
8.641	27.47
8.669584007	27.47
8.689	27.47
8.724	27.47
8.752409534	27.47
8.764	27.47
8.805441538	27.47
8.823043167	28.23
8.845	28.23
8.845	28.23
8.894	28.23
8.923485133	28.23
8.926	28.23
8.926	28.23
8.975	28.23
9.007893002	28.23
9.023367257	28.23
9.049	28.23
9.056700136	28.99
9.089	28.99
9.119463629	28.99
9.13	28.99
9.157308914	28.99
9.18	28.99
9.218	28.99
9.233257116	28.99
9.252	28.99
9.264073266	29.75
9.295	29.75
9.30850355	29.75
9.343	29.32715351
9.377842903	28.99
9.38597388	28.99
9.423	29.48955514
9.456	29.75
9.456	29.75
9.456	29.75
9.498	29.75
9.49958501	29.75
9.56	29.75
9.58	29.75
9.602696518	29.75
9.622	29.75
9.659485543	29.75
9.668	29.75
9.707	29.75
9.707	29.75
9.758	30.52
9.768978062	30.52
9.786	30.52
9.84	30.52
9.891196505	30.52
9.899	30.52
9.918151479	30.52
9.955	30.85166195
9.988	31.28
9.995433665	31.28
10.03	31.28
10.03	31.28
10.06771713	31.28
10.08	32.01951944
10.1287381	32.01991098
10.1527677	31.28
10.16075609	31.28
10.19	31.28
10.19	31.28
10.23	31.28
10.23	31.98115284
10.28191159	32.04
10.29	32.04
10.33	32.04
10.35599715	32.04
10.36101107	32.04
10.4	32.04
10.43459592	32.04
10.44	32.04
10.49	32.04
10.49	32.04
10.49126928	32.81
10.54354701	32.81
10.56	32.81
10.56	32.81
10.56642369	32.81
10.61	32.81
10.64676044	32.81
10.65	32.81
10.65	32.81
10.68797419	32.81
10.71586202	33.57
10.72	32.81
10.77	32.81
10.77881643	32.81
10.8	32.81
10.8	32.81
10.85531265	33.57
10.88765864	33.57
10.89	33.57
10.93	33.57
10.93716635	33.57
10.97	33.57
10.99745881	33.57
11.02	33.57
11.05545694	33.57
11.08278944	33.57
11.09	33.57
11.10438952	33.57
11.14	33.9508936
11.17410438	34.33
11.18	34.27087062
11.20176355	33.57
11.22227692	34.33
11.25	34.33
11.27826307	34.33
11.29	34.33
11.34	35.1
11.35146822	34.33
11.38	34.58914912
11.40436384	35.1
11.43271997	35.86
11.46	35.86
11.47023388	35.86
11.5	35.86
11.54	35.86
11.54	35.86
11.56989744	35.86
11.59	35.86
11.59	35.86
11.63291896	35.86
11.66829228	35.86
11.67381466	35.86
11.7	35.86
11.7344525	35.86
11.74	35.86
11.74	35.86
11.77217249	35.86
11.8	36.62
11.84	36.62
11.86279961	36.62
11.87	36.62
11.87313938	36.62
11.91	36.62
11.93820718	36.62
11.95	36.62
11.95778678	38.15
12.01460811	36.62
12.03	37.63045535
12.06899744	38.15
12.07522478	38.15
12.11	38.15
12.11	38.15
12.16222861	38.15
12.17	38.15
12.22	38.15
12.23	38.15
12.24392044	38.15
12.28	38.15
12.31679216	38.91
12.32	38.91
12.32133169	38.91
12.37685789	38.91
12.4	38.91
12.42619395	38.91
12.44	38.91
12.44	38.91
12.45739129	38.91
12.50359145	38.91
12.52	38.91
12.52	39.67
12.57845542	39.67
12.6	39.67
12.61172342	39.67
12.64	39.67
12.68872463	39.67
12.69	39.67
12.69	39.67
12.71432479	39.67
12.75495019	40.44
12.77	39.82466055
12.81	39.67
12.8237206	39.67
12.85	39.67
12.85	39.67
12.87637956	39.67
12.91	40.44
12.94	40.44
12.94	40.44
12.96707828	40.44
13.02	40.44
13.02382745	41.2
13.07	41.2
13.11	41.2
13.12176018	41.2
13.14	41.2
13.18	41.41631624
13.19655967	41.96
13.21	41.96
13.21	41.96
13.21160459	41.96
13.27	41.82510715
13.28798208	41.2
13.32739209	41.2
13.34	41.2
13.34647748	41.96
13.39	41.96
13.43	41.96
13.43	41.96
13.4676896	41.96
13.49735551	41.96
13.5	41.96
13.54	41.96
13.57470144	41.96
13.58	41.96
13.58	42.66053556
13.62449433	42.72
13.64076242	41.96
13.67	42.44949915
13.71	42.72
13.71	42.72
13.75	42.72
13.75508978	42.72
13.79	42.72
13.79923817	42.72
13.83	43.29810938
13.88	43.49
13.89818186	42.72
13.91	42.72
13.91	43.42989613
13.96	43.49
13.97003944	42.72
13.99	42.72
14.00386699	42.72
14.05564978	43.49
14.07	43.49
14.11869902	43.49
14.1237611	43.49
14.15	43.49
14.19055706	43.49
14.2	43.49
14.24	43.49
14.27431694	43.49
14.28	43.49
14.29118038	43.49
14.32	43.49
14.32	43.85991918
14.34736996	44.25
14.37	44.25
14.41	44.25
14.4392267	44.25
14.44305407	44.25
14.48	44.25
14.49136073	44.25
14.52	44.86735229
14.56	45.01
14.57398833	45.01
14.62	45.01
14.65	45.01
14.68	45.01
14.68	45.01
14.72873138	45.01
14.73	45.01
14.74201659	45.01
14.78	45.01
14.81	45.3566901
14.84472529	45.78
14.85516536	45.01
14.89	45.01
14.93328229	45.01
14.94	45.01
14.99	45.35170008
15.01	45.78
15.0423434	45.78
15.05311658	45.01
15.09	45.01
15.09	45.31808341
15.12517987	45.78
15.15	45.78
15.18	45.78
15.21893384	45.78
15.23418663	45.78
15.26	45.78
15.28002012	45.78
15.3	45.78
15.33259583	46.54
15.35	45.78
15.39	45.78
15.4191653	45.78
15.42	45.78
15.4292173	46.54
15.46	46.54
15.46153287	46.54
15.52	46.54
15.54371373	46.54
15.57733585	46.54
15.58	47.3
15.63	47.3
15.66018252	47.3
15.67	47.3
15.71	47.3
15.74892124	47.3
15.75	47.3
15.76542557	47.3
15.79	47.3
15.83	47.3
15.83	47.3
15.83901662	47.3
15.88	47.3
15.90485635	47.3
15.93681304	47.3
15.95	47.3
15.97603292	47.3
15.99	48.07
16.03	48.07
16.05790204	48.07
16.08741172	48.07
16.12	48.07
16.1462464	48.83
16.16	48.83
16.2	48.83
16.2352834	48.83
16.26668357	48.83
16.28	48.83
16.33	48.83
16.34622374	48.83
16.36	48.83
16.38190493	48.83
16.4	48.83
16.4	48.83
16.45841622	48.83
16.47736058	48.83
16.48099836	48.83
16.52	48.83
16.57	48.83
16.58130302	48.83
16.61	48.83
16.62949309	48.83
16.67180092	48.83
16.69	48.83
16.73	48.83
16.74141723	49.59
16.77	49.59
16.78741769	49.59
16.82	49.59
16.82882744	48.83
16.88105645	49.59
16.89	49.59
16.93	49.41524953
16.96019944	48.83
16.97	48.83
17.00464595	49.59
17.01	49.59
17.06	49.59
17.1	49.59
17.1	49.59
17.12828938	49.59
17.14	49.59
17.18	49.59
17.18	49.59
17.18	49.59
17.2257486	49.59
17.26	49.59
17.26911672	49.59
17.3	49.59
17.3	49.96669126
17.34583214	50.35
17.35	50.35
17.4	50.35
17.42	50.35
17.44611923	50.35
17.46	50.35
17.46750467	50.35
17.5	50.35
17.55	50.35
17.55	50.35
17.56441366	50.35
17.6	50.35
17.63	50.61154831
17.66892033	51.12
17.67	51.12
17.67922995	51.12
17.71	51.12
17.75	51.12
17.76386014	51.12
17.79	51.12
17.79	51.88
17.84	51.88
17.88	51.88
17.91	51.88
17.91	51.88
17.93351999	51.88
17.99508554	51.88
18	52.64
18.04	52.58212245
18.05598899	51.88
18.08	52.45867356
18.12	52.64
18.13365737	52.64
18.16	52.64
18.18203769	52.64
18.2	52.64
18.21997689	52.64
18.25	52.64
18.2722289	52.64
18.3	52.64
18.35846679	52.64
18.36	53.41
18.4	53.41
18.40933521	52.64
18.44	52.64
18.47529894	52.64
18.49	53.30746804
18.53	53.41
18.54576667	53.41
18.57	53.41
18.61	53.41
18.61102904	53.41
18.65	53.41
18.66675835	53.41
18.7	54.0688999
18.73	54.17
18.75015934	54.17
18.77	54.17
18.79510943	54.17
18.82	54.17
18.85453827	54.17
18.86	54.17
18.86	54.93
18.91	54.93
18.92942147	54.93
18.93	54.93
18.97	54.93
18.99528029	54.93
19.02	54.93
19.03161352	54.93
19.06	54.93
19.1	54.93
19.11993711	54.93
19.14	54.93
19.18	54.93
19.2129135	54.93
19.23	54.93
19.26	54.93
19.30338395	54.93
19.31385087	54.93
19.34	54.93
19.35762762	54.93
19.38	54.93
19.43510661	55.69
19.44	55.69
19.47894536	55.69
19.5	55.69
19.50641918	55.69
19.55	55.69
19.57121223	55.69
19.59	55.69
19.63069057	55.69
19.65178721	55.69
19.67	55.69
19.67	55.69
19.70896017	55.69
19.71	55.69
19.71	55.69
19.75342016	55.69
19.76	55.69
19.8	55.69
19.83264152	56.46
19.86101096	56.46
19.87	56.46
19.91	56.46
19.91	57.22
19.96	57.22
19.98221784	57.22
20.02961863	57.22
20.04	57.22
20.0787696	57.22
20.08	56.46
20.12	56.46
20.12	56.46
20.1397292	57.22
20.17	57.22
20.21	57.22
20.2150838	57.22
20.25	57.59982266
20.28	57.98
20.28	57.48007928
20.32	57.22
20.35785016	57.98
20.37	57.98
20.37689561	57.98
20.4	57.98
20.44059547	57.98
20.45	57.98
20.45	57.98
20.49	57.98
20.50593716	57.98
20.53	57.98
20.53	57.98
20.56897822	57.98
20.57	57.98
20.59264139	57.98
20.62	57.98
20.65	57.98
20.67	57.98
20.69	57.98
20.69	57.98
20.71197949	57.98
20.74	57.98
20.74	58.68954771
20.77543559	58.75
20.8141343	58.75
20.82	58.75
20.85	58.75
20.87238491	58.75
20.9	58.75
20.9	58.75
20.943451	58.75
20.97116112	58.75
20.98	58.75
21.02	58.75
21.02	58.75
21.05473866	59.51
21.06	58.75
21.1	58.75
21.1	58.75
21.1	59.51
21.16051937	59.51
21.18	59.51
21.20495816	59.51
21.23	60.12703952
21.27	60.27
21.27	60.27
21.31	60.27
21.34246119	60.27
21.35	60.27
21.38889491	60.27
21.39315494	60.27
21.43	60.27
21.48	60.27
21.48	60.27
21.52	60.27
21.54922897	60.27
21.55	60.27
21.55	60.27
21.6	60.27
21.6	60.27
21.63043054	60.27
21.64403582	60.27
21.67	60.65520726
21.70887348	61.04
21.71	61.04
21.75	61.04
21.78281081	60.27
21.8	60.27
21.84	60.27
21.84	61.01929768
21.89	61.04
21.91760884	61.04
21.92	61.04
21.92649061	61.04
21.97	61.04
22	61.04
22.00215211	61.8
22.09	61.8
22.12631085	61.8
22.15	62.56
22.19	62.15006926
22.21	61.8
22.23666124	61.8
22.25263246	62.56
22.28	62.56
22.31021018	62.56
22.32	62.56
22.36	62.56
22.36	62.56
22.37077205	62.56
22.42	62.56
22.45	62.56
22.45	62.56
22.46962359	62.56
22.49	62.56
22.53	62.56
22.55769381	63.32
22.58	62.66119009
22.61	62.56
22.61922468	62.56
22.65	62.56
22.65	63.32
22.7	63.26181766
22.71789965	62.56
22.74	62.56
22.78	62.56
22.78	62.56
22.81006851	62.56
22.83364115	62.56
22.85	62.89579675
22.88756733	63.32
22.9	63.32
22.93040385	63.32
22.94	63.32
22.98	63.32
22.98	63.32
23.03	63.32
23.04670525	63.32
23.06	63.32
23.1	63.32
23.1	63.37871061
23.11552036	64.09
23.14	64.09
23.1538524	64.09
23.19	64.09
23.22896902	64.09
23.23863024	64.09
23.26	64.09
23.27696068	64.09
23.31	64.09
23.34034355	64.09
23.36	64.85
23.4	64.85
23.42907963	64.85
23.43	64.85
23.43	64.85
23.48	64.85
23.50226546	64.85
23.51	64.85
23.51	64.85
23.55869385	64.85
23.58078178	64.09
23.59	64.83043934
23.63	64.85
