Desplaz. [mm]	Fuerza [N]
7.373097351	1741
7.386822816	1740
7.413	1740
7.45080952	1740
7.457	1740
7.457	1740
7.506	1739.924226
7.532989376	1739
7.537	1738
7.583	1737.918669
7.613408078	1737
7.618	1737
7.619270167	1737
7.666	1737
7.702869441	1737
7.737534648	1736
7.741	1736
7.784	1736
7.819717973	1736
7.823	1736
7.823	1735
7.871	1734.869037
7.898932316	1734
7.916248146	1733
7.944	1733
7.984899772	1733
7.986	1733
8.000691278	1733
8.029	1733
8.029	1732
8.07863063	1732
8.108417089	1732
8.119972025	1732
8.149	1732
8.177084214	1731
8.192	1731
8.20788437	1730
8.254155609	1730
8.272	1730
8.315	1730
8.327844911	1728
8.353	1728
8.377190942	1729
8.397	1728.077332
8.447466165	1728
8.476283846	1727
8.477	1727
8.526	1727
8.542174464	1727
8.558	1727
8.558	1726.079198
8.607	1726
8.629664593	1725
8.653167613	1725
8.68	1725
8.68	1725
8.722	1725
8.7421392	1724
8.762	1724
8.827306934	1723
8.85	1723
8.863951149	1723
8.885	1723
8.895731166	1722
8.973	1722
8.973	1720
9.038	1720
9.061163992	1720
9.089658382	1720
9.095696116	1720
9.129	1719.867977
9.135734424	1719
9.181	1718.445188
9.209255057	1718
9.226084625	1718
9.259	1717.408724
9.292	1717
9.301304147	1717
9.341	1717
9.364949893	1717
9.392553418	1716
9.416	1716
9.416	1716
9.451503679	1716
9.457	1716
9.479104996	1715
9.506	1714.184165
9.547	1714
9.565093834	1714
9.581	1714
9.619	1714
9.641081494	1713
9.663	1713
9.702	1713
9.743295274	1712
9.777634151	1711
9.783	1711.972532
9.825	1712
9.826152577	1711
9.871	1711
9.905120416	1711
9.906	1711
9.929109751	1710
9.948	1709.13149
9.988	1709
10.02766239	1709
10.04	1708
10.08	1708
10.09346325	1708
10.11	1708
10.14281356	1708
10.15	1707
10.19	1707
10.19	1707
10.22263142	1707
10.23	1707
10.26801641	1707
10.28	1706.129585
10.32873932	1706
10.34979204	1706
10.36	1706
10.38651656	1705
10.4	1705
10.44	1705
10.4439405	1704
10.49	1704
10.52893703	1704
10.53852776	1703
10.56	1703
10.56660693	1703
10.61	1702.495501
10.63655699	1702
10.64	1702
10.67596763	1702
10.70077955	1701
10.73	1701
10.77	1701
10.77	1701
10.79823392	1701
10.81	1701
10.85	1700.872065
10.87852058	1700
10.89	1700
10.91883359	1700
10.93	1699
10.97	1699
11.01086686	1699
11.02	1698
11.06	1698
11.08745869	1698
11.09	1698
11.09	1698
11.13	1698
11.15351627	1698
11.17	1698
11.17	1697.076281
11.22	1697
11.26603818	1696
11.29	1696
11.34	1695
11.34741405	1694
11.38	1694
11.38	1694
11.40001243	1694
11.42	1694
11.46	1694
11.46	1693.693654
11.49036979	1693
11.51	1693
11.55	1692.866768
11.56463443	1692
11.58	1692
11.58796587	1691
11.64	1691
11.66	1691
11.66944197	1690
11.71	1690
11.74	1690
11.79	1689
11.79313497	1689
11.83	1689
11.87	1689
11.88180181	1688
11.91	1688
11.95	1688
12.01	1687
12.02984616	1687
12.04	1686
12.07	1686
12.07	1685.815113
12.07961628	1685
12.12	1685
12.16	1685
12.18003368	1685
12.2	1685
12.24	1684.200814
12.26104298	1683
12.27	1682.974509
12.27646052	1682
12.32	1682
12.32	1682
12.37	1681.501186
12.4	1681
12.41958598	1681
12.45	1680.285164
12.49	1680
12.50136894	1680
12.53	1680
12.53	1679.564436
12.55249889	1679
12.59190684	1678
12.6	1677
12.64	1677
12.64	1676
12.69	1675.866428
12.70606321	1675
12.73	1675
12.76560888	1675
12.78	1675
12.79318467	1674.973027
12.85	1674
12.88461972	1673
12.91564176	1672
12.94	1672
12.97	1672
12.99181375	1672
13.01	1671.078689
13.05	1671
13.05	1670.561733
13.08289559	1670
13.1	1669
13.13	1669
13.13656163	1669
13.18	1669
13.21	1669
13.21	1668.807208
13.21386892	1668
13.26	1668
13.26	1667
13.31	1666.288831
13.34	1665.814237
13.36222139	1665
13.38	1665
13.39488106	1664
13.43	1663.410954
13.46	1662.921831
13.47950704	1662
13.5	1662
13.52386336	1661
13.54	1659
13.58	1659
13.58390611	1656
13.63	1655.052548
13.65416328	1652
13.67	1652
13.67107441	1643
13.71	1635.233465
13.74	1632
13.74	1632
