Desplaz. [mm]	Fuerza [N]
8.354705026	1386
8.366648955	1389
8.396	1389
8.411830428	1390
8.442	1391.399103
8.481397479	1392
8.49	1392.26032
8.496224872	1394
8.542441147	1395
8.566	1395.653094
8.6	1396
8.601173725	1398
8.645	1398
8.645	1398
8.651479639	1400
8.70615423	1401
8.723	1402.629355
8.769	1403
8.804015874	1404
8.805	1404
8.852749124	1407
8.862893146	1408
8.891	1408.588808
8.927023816	1409
8.928	1409
8.965830924	1411
8.969	1412
9.014	1412
9.014	1412.767327
9.02347549	1414
9.065	1414
9.097	1414.153219
9.114418464	1416
9.137	1416
9.164676629	1418
9.219	1418
9.251094549	1420
9.284359966	1421
9.308	1421
9.336	1421.076995
9.350050171	1422
9.382	1422.356439
9.396974005	1424
9.426	1424.878902
9.462	1425.127451
9.486821647	1426
9.5	1426
9.536124018	1427
9.541	1427
9.54466598	1428
9.588	1428.387721
9.619850776	1429
9.627	1431
9.662	1431
9.662	1431
9.689479579	1431
9.704	1433
9.745	1433
9.763038678	1434
9.797	1434
9.798253735	1435
9.849751459	1435.928098
9.866	1436.490552
9.884177729	1437
9.912	1437
9.912	1437.76527
9.953	1438
9.990489904	1439.026317
10.02640531	1440
10.03	1440
10.07	1440.025576
10.08760646	1441
10.11	1441
10.11465407	1443
10.17	1443.78603
10.1962482	1445
10.22083036	1446
10.23	1446
10.23	1446
10.25143638	1446
10.28	1446.770901
10.3260675	1447
10.331016	1448
10.37	1448.652041
10.39769736	1449
10.4	1449
10.44	1450
10.48	1450
10.5209498	1452
10.53	1452
10.56024626	1453
10.5931014	1454
10.6	1454
10.64	1454
10.64	1454
10.68649799	1456
10.69	1456
10.74	1456
10.76415123	1456
10.77	1456
10.79399005	1459
10.81	1459.973198
10.85	1460
10.85747518	1460
10.89	1460
10.94206352	1461.128019
10.97	1462
11.00268598	1463
11.02	1463
11.06	1463
11.06	1463.502043
11.0692599	1464
11.11	1465.300692
11.14270674	1466
11.16943952	1466
11.17	1466
11.22	1466.428775
11.25075592	1468
11.26	1468
11.26	1468
11.27758623	1469
11.33001224	1469
11.34	1469
11.38	1469
11.38103612	1470
11.42	1470.675763
11.43791992	1472
11.46	1472
11.46	1472
11.5088212	1472
11.52857023	1473
11.55	1473.871958
11.59	1474
11.60975219	1475
11.64	1475.502356
11.67285136	1476
11.6838909	1476
11.71	1476
11.71	1477
11.74967723	1477
11.77	1477.257845
11.77	1479
11.84	1479
11.9	1480
11.91809132	1480
11.94456588	1480
11.95	1482
11.99	1482
12.04514155	1482
12.05	1483
12.10127311	1483.701248
12.11	1484
12.11	1485
12.17	1485
12.19608463	1485
12.2	1485
12.23574905	1485
12.25551389	1486
12.28	1486
12.31899039	1487
12.32	1488
12.36	1488
12.39010499	1488
12.41	1488
12.41101996	1489
12.45	1489.437771
12.48	1490
12.51010637	1491
12.53	1491.870611
12.56	1492
12.56	1492
12.57055201	1492
12.62	1492.815788
12.66	1493
12.68767515	1493
12.69	1493
12.69	1493.872714
12.73	1494
12.73107262	1495
12.77	1495
12.80547253	1496
12.8207824	1496
12.85	1496
12.85926305	1498
12.9	1498
12.9196429	1498
12.95	1499
12.98	1499
13.01	1499
13.01	1499.237615
13.03401337	1500
13.05	1501
13.09	1501
13.09463902	1501
13.15	1501.764558
13.18	1502
13.20084784	1503
13.22	1503
13.26	1503
13.28412486	1503
13.3	1503.817467
13.35	1504
13.35	1505
13.4	1505
13.42	1505
13.42	1505.247829
13.42630892	1506
13.47	1506
13.51	1506
13.52191566	1507
13.55	1507.822792
13.58	1508
13.58	1508
13.59541255	1508
13.63	1508
13.63	1508
13.67	1508
13.68153626	1509
13.71	1509
13.75	1509.128432
13.77014668	1510
13.79	1510
13.79	1511
13.83	1511
13.87072195	1511
13.8831652	1511
13.92	1511.656816
13.96	1512
13.98248302	1512
14	1512
14.04	1512
14.0453547	1513
14.08	1513
14.08	1514
14.14050876	1514
14.16	1514
14.19213816	1514
14.2	1514
14.24	1514
14.24	1515
14.29	1515.127895
14.31138021	1516
14.32	1516
14.35845136	1517
14.37	1517
14.41	1517
14.44070067	1517
14.45	1517
14.45	1517
